hpo_id,english_term,chinese_term,english_description,chinese_description
HP:0003707,Calf muscle pseudohypertrophy ,小腿肌肉假性肥大,Enlargement of the muscles of the calf due to their replacement by connective tissue or fat. ,校对中... 
HP:0003710,Exercise-induced muscle cramps ,运动引起的肌肉痉挛,Sudden and involuntary contractions of one or more muscles brought on by physical exertion. ,校对中... 
HP:0003712,Skeletal muscle hypertrophy ,骨骼肌肥大,"Hypertrophy (increase in size) of muscle cells (as opposed to hyperplasia, which refers to an increase in the number of muscle cells). ",校对中... 
HP:0003713,Muscle fiber necrosis ,肌纤维坏死,"Abnormal cell death involving muscle fibers usually associated with break in, or absence of, muscle surface fiber membrane and resulting in irreversible damage to muscle fibers. ",校对中... 
HP:0003715,Myofibrillar myopathy ,肌原纤维肌病,Myofibrillar structural changes characterized by abnormal intracellular accumulation of the intermediate filament desmin and other proteins. ,校对中... 
HP:0003716,Generalized muscular appearance from birth ,出生时全身肌肉显露, , 
HP:0003717,Minimal subcutaneous fat ,最低限度的皮下脂肪, , 
HP:0003719,Muscle mounding ,肌球, , 
HP:0003720,Generalized muscle hypertrophy ,广泛肌肉肥大,Hypertrophy (increase in size) of muscle cells in a generalized (not localized) distribution. ,校对中... 
HP:0003722,Neck flexor weakness ,颈屈肌无力,"Weakness of the muscles involved in neck flexion (sternocleidomastoid, longus capitus, longus colli, and scalenus anterior). ",校对中... 
HP:0003724,Shoulder girdle muscle atrophy ,肩胛带肌肉萎缩,Amyotrophy affecting the muscles of the shoulder girdle. ,校对中... 
HP:0003725,Firm muscles ,肌肉坚硬, , 
HP:0003729,Enteroviral dermatomyositis syndrome ,肠道病毒皮肌炎综合征, , 
HP:0003730,EMG: myotonic runs ,强直型肌电图波,"Spontaneous, repetitive electrical activity demonstrated by electromyography (EMG). ",校对中... 
HP:0003731,Quadriceps muscle weakness ,股四头肌无力,"Weakness of the quadriceps muscle (that is, of the muscle fasciculus of quadriceps femoris). ",校对中... 
HP:0003733,Thigh hypertrophy ,大腿肥大,Muscle hypertrophy affecting the thighs. ,校对中... 
HP:0003736,Autophagic vacuoles ,自噬空泡,The lysosomal-vacuolar pathway has a role in the controlled intracellular digestion of macromolecules such as protein complexes and organelles. This feature refers to the presence of an abnormally increased number of autophagic vacuoles in muscle tissue. ,校对中... 
HP:0003737,Mitochondrial myopathy ,线粒体肌病,A type of myopathy associated with mitochondrial disease and characterized by findings on biopsy such as ragged red muscle fibers. ,校对中... 
HP:0003738,Exercise-induced myalgia ,运动诱发的肌肉痛,The occurrence of an unusually high amount of muscle pain following exercise. ,校对中... 
HP:0003739,Myoclonic spasms ,肌阵挛性抽搐, , 
HP:0003740,Myotonia with warm-up phenomenon ,运动后肌强直现象,Myotonia that occurs after a period of rest and decreases with continuing exercise. ,校对中... 
HP:0003741,Congenital muscular dystrophy ,先天性肌营养不良, , 
HP:0003743,Genetic anticipation ,遗传早现,A mode of inheritance in which the severity of a disorder increases or the age of onset decreases as the disorder is passed from one generation to the next. ,校对中... 
HP:0003744,Genetic anticipation with paternal anticipation bias ,偏向父系传递的遗传早现,A type of genetic anticipation observed predominantly upon transmission from affected males. ,校对中... 
HP:0003745,Sporadic ,散发的,"Cases of the disease in question occur without a previous family history, i.e., as isolated cases without being transmitted from a parent and without other siblings being affected. ",校对中... 
HP:0003749,Pelvic girdle muscle weakness ,骨盆带肌无力,"Weakness of the muscles of the pelvic girdle (also known as the hip girdle), that is, lack of strength of the muscles around the pelvis. ",校对中... 
HP:0003750,Increased muscle fatiguability ,肌肉易疲劳,"An abnormal, increased fatiguability of the musculature. ",校对中... 
HP:0003752,Episodic flaccid weakness ,发作性弛缓无力,"Recurrent episodes of muscle flaccidity, a type of paralysis in which a muscle becomes soft and yields to passive stretching. ",校对中... 
HP:0003755,Type 1 fibers relatively smaller than type 2 fibers ,1型纤维相对于2型纤维小,The presence of abnormal muscle fiber size such that type 1 fibers are smaller than type 2 fibers. ,校对中... 
HP:0003756,Skeletal myopathy ,骨骼肌病, , 
HP:0003758,Reduced subcutaneous adipose tissue ,皮下脂肪组织减少,A reduced amount of fat tissue in the lowest layer of the integument. This feature can be appreciated by a reduced skinfold thickness. ,校对中... 
HP:0003759,Hypoplasia of lymphatic vessels ,淋巴管发育不全,Congenital underdevelopment of lymph vessels. ,校对中... 
HP:0003760,Percussion-induced rapid rolling muscle contractions ,扣击引起的快速滚动的肌肉收缩（PIRC）,"Mechanical percussion (i.e., striking a muscle with a reflex hammer) leads to spreading waves of muscle contractions that begin proximally and spread laterally across the muscle. ",校对中... 
HP:0003761,Calcinosis ,钙质沉着,Formation of calcium deposits in any soft tissue. ,校对中... 
HP:0003762,Uterus didelphys ,双子宫,A malformation of the uterus in which the uterus is present as a paired organ as a result of the failure of fusion of the mullerian ducts during embryogenesis. ,校对中... 
HP:0003763,Bruxism ,磨牙症,Bruxism is characterized by the grinding of the teeth including the clenching of the jaw and typically occur during sleep. ,校对中... 
HP:0003764,Nevus ,色素痣,A nevus is a type of hamartoma that is a circumscribed stable malformation of the skin. ,校对中... 
HP:0003765,Psoriasiform dermatitis ,银屑病样皮炎,"A skin abnormality characterized by redness and irritation, with thick, red skin that displays flaky, silver-white patches (scales). ",校对中... 
HP:0003768,Periodic paralysis ,周期性麻痹,Episodes of muscle weakness. ,校对中... 
HP:0003771,Pulp calcification ,牙髓钙化,"Pulp calcifications may appear as punctate calcifications, irregular, roughly spherical mineralized masses in any part of the pulp. It may occur isolated or associated to calcifications elsewhere such as the carotid arteries and kidneys. The diagnosis pulp calcifications can be established using radiological studies. ",校对中... 
HP:0003774,Stage 5 chronic kidney disease ,慢性肾病5期,A degree of kidney failure severe enough to require dialysis or kidney transplantation for survival characterized by a severe reduction in glomerular filtration rate (less than 15 ml/min/1.73 m2) and other manifestations including increased serum creatinine. ,校对中... 
HP:0003777,Pili torti ,卷发,"Pili (from Latin pilus, hair) torti (from Latin tortus, twisted) refers to short and brittle hairs that appear flattened and twisted when viewed through a microscope. ",校对中... 
HP:0003778,Short mandibular rami ,下颌支短, , 
HP:0003779,Antegonial notching of mandible ,下颌骨前角切迹, , 
HP:0003781,Excessive salivation ,唾液分泌过多,Excessive production of saliva. ,校对中... 
HP:0003782,Eunuchoid habitus ,类无睾者习性,"A body habitus that is tall, slim and underweight, with long legs and long arms (i.e., arm span exceeds height by 5 cm or more). ",校对中... 
HP:0003783,Externally rotated/abducted legs ,腿外旋/外展, , 
HP:0003784,Type 1 collagen overmodification ,Ⅰ型胶原过度修饰, , 
HP:0003785,Decreased CSF homovanillic acid ,脑脊液高香草酸降低,Decreased concentration of homovanillic acid (HVA) in the cerebrospinal fluid. HVA is a metabolite of dopamine. ,校对中... 
HP:0003787,Type 1 and type 2 muscle fiber minicore regions ,1 型和 2 型肌纤维微核心区域,Multiple small zones of sarcomeric disorganization and lack of oxidative activity (known as minicores) in type 1 and type 2 muscle fibers. ,校对中... 
HP:0003789,Minicore myopathy ,小核肌病,Multiple small zones of sarcomeric disorganization and lack of oxidative activity (known as minicores) in muscle fibers. ,校对中... 
HP:0003791,Deposits immunoreactive to beta-amyloid protein ,β-淀粉样蛋白免疫反应性沉积, , 
HP:0003795,Short middle phalanx of toe ,中节趾骨短,Developmental hypoplasia (shortening) of middle phalanx of toe. ,校对中... 
HP:0003796,Irregular iliac crest ,髂嵴不规则,"Irregularity of the iliac crest, which is the superior border of the wing of the ilium. ",校对中... 
HP:0003797,Limb-girdle muscle atrophy ,肢带肌萎缩,Muscular atrophy affecting the muscles of the limb girdle. ,校对中... 
HP:0003798,Nemaline bodies ,杆状体,"Nemaline rods are abnormal bodies that can occur in skeletal muscle fibers. The rods can be observed on histological analysis of muscle biopsy tissue or upon electron microscopy, where they appear either as extensions of sarcomeric Z-lines, in random array without obvious attachment to Z-lines (often in areas devoid of sarcomeres) or in large clusters localized at the sarcolemma or intermyofibrillar spaces. ",校对中... 
HP:0003799,Marked delay in bone age ,骨龄显著延迟, , 
HP:0003800,Muscle abnormality related to mitochondrial dysfunction ,线粒体功能障碍引起的肌异常, , 
HP:0003803,Type 1 muscle fiber predominance ,1型肌纤维优势,"An abnormal predominance of type I muscle fibers (in general, this feature can only be observed on muscle biopsy). ",校对中... 
HP:0003805,Rimmed vacuoles ,镶边空泡,"Presence of abnormal vacuoles (membrane-bound organelles) in the sarcolemma. On histological staining with hematoxylin and eosin, rimmed vacuoles are popcorn-like clear vacuoles with a densely blue rim. The vacuoles are often associated with cytoplasmic and occasionally intranuclear eosinophilic inclusions. ",校对中... 
HP:0003808,Abnormal muscle tone ,肌张力异常, , 
HP:0003809,Reduced intrathoracic adipose tissue ,胸内脂肪组织减少,An abnormally reduced amount of adipose tissue in the thoracic cavity. ,校对中... 
HP:0003810,Late-onset distal muscle weakness ,晚发型远端肌无力, , 
HP:0003811,Neonatal death ,新生儿期夭折,Death within the first 28 days of life. ,校对中... 
HP:0003812,Phenotypic variability ,表型多样性,A variability of phenotypic features. ,校对中... 
HP:0003819,Death in childhood ,儿童期死亡,"Death in during childhood, defined here as between the ages of 2 and 10 years. ",校对中... 
HP:0003826,Stillbirth ,死胎,Death of the fetus in utero after at least 20 weeks of gestation. ,校对中... 
HP:0003828,Variable expressivity ,表现度差异,A variable severity of phenotypic features. ,校对中... 
HP:0003829,Incomplete penetrance ,外显不全,A situation in which mutation carriers do not show clinically evident phenotypic abnormalities. ,校对中... 
